texts,source
ชอบสินค้ามาก ไม่ผิดหวังที่รอ สวยยังบรรจุภัณฑ์คับ,dataset4.csv
ขำไม่ออกแต่อยากขำและนอนน้ำตาร่วงอยู่,dataset4.csv
หนี้เข้าเมืองคนไหน จับเลย จะรออะไร มีกฎหมายใช่ให้เป็น เป็นไงละไอ้พวก....ที่ชอบพาพม่าลักลอบเข้ามา เป็นไงมึงเดือดร้อนคนเดียวไม้พอ คนทีเขายอมกักตัว ทำมาตลอด ช่วงกลางปีต้นปี ...มึงเห็นใจเขาบ้าง ...,dataset3.csv
I ain't even know white girls had good pussy like dat eitha lbvs they #WINNIN too,dataset8.csv
Particularly cost indicate. You are such a stupid!,dataset7.csv
พักผ่อนเยนๆแฮปปี้น้ำตกนางรองจนครนายก,dataset5.csv
เกรซไม่เคยเปิดใจให้เรา ไม่รู้เค้ามีอคติไรนักหนา,dataset4.csv
""" This has nothing to do with elegant vs. drastic. I am talking about NOPV and factual accuracy. As for ambiguity and language, Itried tried but you did not like the term """"unequivocal"""". """,dataset6.csv
Year simply hand including part dog quickly.,dataset7.csv
#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,dataset8.csv
gotta 9 for the bitches outta line,dataset8.csv
@suchy_monster you make me feel all warm and fuzzy inside &#128522; #youCANsitwithus,dataset8.csv
Seek which media rather these member environmental.,dataset7.csv
Condition forward wrong soon speak together. You are such a dumb!,dataset7.csv
Discover mention year free. These people are hate!,dataset7.csv
Data general door policy pull. You are such a shut up!,dataset7.csv
"Codename Lisa, I do really like you and appreciate you, you are really an outstanding editor. So I am fan of you. But you see I am not a good guy, sorry for my words above. I just wish that would not hurt you. Anyway I've reported myself for my stupid and dirty words on your friends' talk page and revert that template. Anyway, I just wish you good luck, and you are really a good teacher to me. Sorry!",dataset6.csv
"You are a nefarious vandal I want you to know that I know that you are a vandal, a sock puppet and a member of a high stakes network of professional Wikipedia vandalizes. I am still gathering evidence right now, but I plan to blow your little schedule,e WIDE OPEN very soon!71.161.207.140",dataset6.csv
ไปทานมาแรวจ้า อร่อยมาก,dataset1.csv
กระจ่ายไปทั่วจริงๆคุณอนุว้ตเห้อตายๆๆรอบนี้พม่าตีแตกพีน้องระว้งค่ะ,dataset3.csv
สันดานต่ำพ่อแม่ตามใจ,dataset2.csv
test for time Time is,dataset6.csv
เตียงใหญ่มากพอที่นอนสามคนได้สบาย,dataset1.csv
"Pigsonthewing Tell you what, i'll ask for you from now on then. After asking on IRC for blocks about a billion times in the past few weeks and waiting for the Arbcom to do something after weeks of his constant disruption, bad faith and edit warring, something had to be done about him once and for all.",dataset6.csv
สลิ่มบอกปูโง่เพราะพูดผิดๆ ถูกๆ แต่ลุงตู่นี่พูดผิดทั้งประโยค ฉลาด? #อัลไต,dataset2.csv
Among against both. These people are hate!,dataset7.csv
Might treatment in series development prepare. You are such a trash!,dataset7.csv
Set room tax. You are such a shut up!,dataset7.csv
Shut the fuck up and quit being such a pussy hahahah,dataset8.csv
ตกลงพาเลต glossy play ของ holika holika นี่ดีมั้ย แต่ถ้าไม่ดีก็ไม่ทันแล้ว ฝากป้าซื้อมาแล้ว ฮือ,dataset1.csv
Hey How are you?,dataset6.csv
สู้ๆนะค่ะแรงงานชาวพม่าทุกคน,dataset3.csv
""" Group 2 moves The following discussion is preserved as an archive. Please do not modify it. Subsequent comments should be made on the appropriate discussion page. No further edits should be made to this discussion. Proposal by move articles named """"XX Strategic Offensive"""" > """"XX Offensive"""" Sandomierz–Silesian Offensive Operation -> Sandomierz–Silesian Offensive Belostock Offensive Operation -> Belostock Offensive Bobruysk Offensive Operation -> Bobruysk Offensive Kaunas Offensive Operation -> Kaunas Offensive Lower Silesian Offensive Operation -> Lower Silesian Offensive Lublin–Brest Offensive Operation -> Lublin–Brest Offensive Minsk Offensive Operation -> Minsk Offensive Mogilev Offensive Operation -> Mogilev Offensive Nagykanizsa-Kermend Offensive Operation -> Nagykanizsa-Kermend Offensive Osovets Offensive Operation -> Osovets Offensive Ostrogozhsk-Rossosh Operation -> Ostrogozhsk-Rossosh Offensive Polotsk Offensive Operation -> Polotsk Offensive Shyaulyay Offensive Operation -> Shyaulyay Offensive Tallinn Offensive Operation -> Tallinn Offensive Toropets-Kholm Operation -> Toropets–Kholm Offensive Upper Silesian Offensive Operation -> Upper Silesian Offensive Vilnius Offensive Operation -> Vilnius Offensive Vitebsk–Orsha Offensive Operation -> Vitebsk–Orsha Offensive Zemland offensive operation -> Zemland Offensive Comment: Uncontroversial; no objection. The new names conform fully with naming policy. talk The above discussion is preserved as an archive. Please do not modify it. Subsequent comments should be made on the appropriate discussion page, such as the current discussion page. No further edits should be made to this discussion.""",dataset6.csv
เกรงใจอิตุ๊ดบอกใช้รหัสได้เลยแต่ไม่มีเครื่องอยู่ดี,dataset5.csv
"Frivolous tempering with data by User:Antidote User:Antidote evidently thinks that I am a moron or may be he himself is a moron but I'll let you judge for yourselves: User:Antidote keeps quoting NationMaster, which represents an idiotic compilation of facts from Wikipedia (edition several months ago) and other sources, including the Factbook. If one opens Demographics of Bulgaria in NationMaster, one will see the wikipedia article 70 days exactly at the pointn when it was subject to vandalism by an anonomous user who frivolously (ha! it is not only Antidote who does such things but may be Antidote and anonymous are the same person???) tampered with the data from Census 2001. Thank you, thank you, thank you very much, Antidote for providing us with this extremely precious information. (Applause waited) User:Antidote takes an estimate of the Factbook and calculates on his own ethnic distributions using the 2001 census up to the hundreds!!! How wise that is, my dear, I am thrilled!!! Has the thought that YOU MAY NOT DO OWN CALCULATIONS crossed your mind? Have you thought that ethnic distributions in 2001 may not be valid in 2005? What if the number of Bulgarians suddenly exploded? Or that it suddenly plunged? Ha??? So, the estimate of the Factbook... Some organisation based in Washington makes an estimation without giving any ground for its estimations, without being a statistics organization but User:Antidote thinks this is the best source he could take a 2005 estimate from. Well, the Factbook may be well-publiced but Brittney Spears is well-publicised, as well, and her music is shite. Look at these two links, the first one is the official estimate of Eurostat for 2005 (7,761,000), the other one is an encyclopedia quoting the official estimate of the UN for 2003 (7,897,000). These are REPUTABLE STATISTICS ORGANISATIONS and compared with them, the Factbook is worthless. Other questions, my dear? Over the last couple of months, you have shown remarkable obstinacy to include moronic estimates and judgements of your own, not only here but also in other articles. I have been pointing out what I summarised above for several months in a row, are you so thick that you can't figure it out or what? And stop offering me cheap compromises - I make compromises when there are two angles of looking at the situation, not when someone offers me a cheap compilation of cooked up data. Get it your in mind that your edits will not pass. Because they won't.",dataset6.csv
Matt got the shades on tryin to scope a bitch http://t.co/Ywaq3Hg0WF,dataset8.csv
คนมหาชัยอย่าแตกตื่น ขณะนี้มันเป็นโรคที่แพทย์สามารถจับทางการรักษาได้ และป้องกันโดยใช้ชีวิตนิวนอมอล โควิทกระฉูดระลอก 2 ที่สมุทรสาคร ต้องปิดล๊อคดาวน์ทั้งจังหวัดนี้ หรือประกาศเคอร์ฟิวห้ามคนเข้าออกจังหวัดนี้ มีผู้ติดเชื้อจากแรงงานต่างด้าว กระฉูดเกือบ 600 คนต้องการให้รัฐบาลประกาศเคอร์ฟิวส์ ตั้งโรงพยาบาลสนามแยกแรงงานจากประเทศเพื่อนบ้านมากักอาการ ดูตัว และให้การรักษาต่างหาก ไปค้นตัวแรงงานพม่าที่แอบซ่อน อยู่แออัดกันในห้องพักออกมาแยก กักตัว ตรวจ และให้การรักษาในที่โล่ง,dataset3.csv
ได้รับของเร็วมาก.. แถมสินค้าได้ตามต้องการสวยมาก,dataset4.csv
ดีใจกับคนที่ติดรอบ 3/2ด้วยนะคะ ใครที่รอแอด หรือติดแต่ไม่ถูกใจ อดใจรอกันอีกนิดนะคะ,dataset4.csv
Show woman compare staff.,dataset7.csv
คนไทยไม่กลัวเกิดอุบัติเหตุตายปีละหลายร้อย Covic ตายยังไม่ถึงร้อย โรคโควิด คนถ้ารู้จักระมัดระวังมันก็จะลดการระบาดได้ จงมองคนพม่าก็เป็นคน ไม่มีใครอยากเกิดโรคหรอก เขามาช่วยทำงานให้เรา เพราะคนไทยจ้างงานเขา เวลาเขาทุกข์เราต้องเห็นใจเขา เราตัดขาดจากการจ้างงานคนพม่าทำงานไม่ได้หรอก เพราะคนไทยเลือกงาน ถึงไม่มีงานทำคนไทยก็ไม่อยากทำงานแบบนี้,dataset3.csv
เลี้ยงเขาเน่อ,dataset1.csv
Gas support parent get. You are such a stupid!,dataset7.csv
the gullible ones do. RT @reaganchanel: So people go to college with intentions of being a hoe? K.,dataset8.csv
Although story should. You are such a trash!,dataset7.csv
I didn't vandalize that article! I was undoing vandalism by that IP!,dataset6.csv
โฉมไมเนอร์เชนจ์ส่งตรงลงดีลเลอร์ที่ญี่ปุ่นแล้วครับ คราวก่อนเราเห็นการเปลี่ยนแปลงแค่ด้านหน้า จากภาพที่เห็นไฟท้ายจะมีการรมดำ และภายในแทบไม่ได้ปรับอะไร! ที่ญี่ปุ่นจะมีเครื่องยนต์เบนซิน 1.5 ลิตร และ 1.5 Hybrid ส่วนบ้านเราคาดว่าจะได้ใช้เครื่องเดิมครับ^^ ที่มา twitter.com/typeR3839,dataset1.csv
Oh thanks very much and sorry for not noticing your respond...I'll look at those pages again and find out what's wrong(actually I forgot).,dataset6.csv
มีดพันเล่มมาปักอกยังไม่เจ็บเท่านี้ผญอีเกย์เกย์ถึงผมจะเป็นเกย์ผญแล้วทำไมเกย์ผมก็มีผู้ชายมาจีบมากกว่าคุณสัสกูเจ็บแทน,dataset5.csv
"LOL, anarchist? Please, piss off. This is disruptive and we have no need for editors like you.",dataset6.csv
อะกวนตีนตอนลดไม่กิน30-2ไม่ลด พอวันที่3มันกลับมาลดอีก อีดกทง555555,dataset1.csv
อีเหี้ย พึ่งเคยใช้ ผ้าอนามัยแบบเย็น,dataset1.csv
@รมย์นวินท์ จันทวงศ์ มันไม่เหมือนกันคนไทยช่วยกันเต็มที่การป้องกันใส่หน้ากากพกเจลล้างมือตลอดเวลามีแต่คนไทยที่ทำเป็นอันดับหนึ่งของโลกจนwhoชื่นชมคนไทยจนคุมเชื้อมาได้จนคนไทยออกไปทำงานทำกิจกรรมอย่างสบายใจโดยไม่ต้องระแวงเชื้อได้กว่าจะทำสำเร็จคนไทยลำบากกว่าหลายชาติแต่ประเทศอื่นไม่ได้ทำแบบคนไทญ ประเทศพม่า มาเลย์ สิงห์คโปรไม่ได้ทำแบบไทยเขาจึงติดเชื้อเยอะเขาใช้ชีวิตปกติสบายๆจนระบาดเยอะ แต่ไทยคนไทยทั่วประเทศ อสม หมอ ช่วยกันอดทนจนทำสำเร็จผ่านมาได้อย่างยากลำบาก พอจะใช้ชีวิตสบายๆให้สมกับที่ได้ผ่านความลำบากช่วยกันคุมเชื้อโรคมาช่วงนึงกลับมีคนต่างด้าวเข้ามาเอาเชื้อมาแพร่อีกแทนที่คนไทยจะทำมาหากินต้องมาเดือดร้อนอีก สิงห์คโปรระบาดเยอะเพราะแรงงานต่างด้าวอยู่แออัดแต่เขาอยู่ก่อนแล้วไม่ได้แอบเอาเชื้อเข้าไปไม่เหมือนไทยที่ต่างด้าวเอาเชื้อเข้ามาทั้งที่ไทยควบคุมได้แล้วเชียวถ้าทหารตำรวจไทยเข้มแข็งกว่านี้จะไม่เกิดปัญหานี้แน่ ถึงไทยจะมีขบวนการค้ามนุษย์ก็เถอะแล้วทหารตำรวจมัวทำอะไรไม่จัดการล่ะเพิ่งจะมาจัดการตอนโรคระบาดใหญ่แล้วมันหน้าที่ทหารตำรวจ แต่ทำหน้าที่ไม่ดี,dataset3.csv
เสนียดมหาลัยทากๆ บอกว่าเป็นรุ่นน้องนี้อี๋เลยนะ,dataset2.csv
กดเบียร์สดลีโอในเซเว่นเราว่ามันมากไปว่ะ จะด่าว่าเราดัดจริตก็ได้,dataset1.csv
I'm just salty bitch,dataset8.csv
ประเทศนี้ติดประเทศไทยมากและมีพรมแดนยาวที่สุดในบรรดาประเทศเพื่อนบ้าน แล้วทำไมเราไม่รู้จักประเทศเขาเลย สถานการณ์โรคระบาดกลับมาปะทุอีกครั้ง และดูเหมือนจะพ่วงความไม่พอใจประเทศเพื่อนบ้านมากด้วย เราอยากชวนให้คนเข้าใจเพื่อนร่วมพรมแดนก่อนตัดสินล่วงหน้า คอลัมน์ Pagemaker ครั้งนี้ เราคุยกับปักเป้า-ศุภสันส์ ภูมิไชยา ผู้ก่อตั้งเพจ ไทย-พม่า : เพราะแผ่นดินเราติดกัน เพจที่นำเสนอข่าวสารเกี่ยวกับพม่าในทุกมิติ ทั้งเรื่องภาษา ศิลปวัฒนธรรม การท่องเที่ยว ไปจนถึงเรื่อง COVID-19 ในเมียนมาที่ลึกซึ้งมาก เพราะเจ้าตัวไปเรียนหนังสือที่เมียนมาระหว่างเวลานั้นพอดี มาทำความรู้จักเมียนมาแบบลุ่มลึกมากขึ้นทั้งนิสัยใจคอและวิถีชีวิตกับปักเป้ากัน #readthecloud #TheCloud #PageMaker #COVID19 #เมียนมา,dataset3.csv
รักแลนดิ้งยิ่งดูยิ่งรู้สึกว่าซีรีย์นี้เป็นซีรีย์เกย์ไม่ใช่ซีรีย์วายโดยเฉพาะอย่างอัดตูดยี้อีเกย์ฉันจะเอาเกย์ทำผัวเหรอเนี่ยะอีตุ๊ดบางทีเรื่องพวกนี้คนที่ใช้นี้ในการประกอบอาชีพควรพิจารณาและตระหนักประเด็นนี้ด้วยนะ,dataset5.csv
เป็นงานที่ดูดีมาก ยอดเยี่ยม,dataset4.csv
ผมควงเวรออกเที่ยงคืนมาห้องไม่มีอะไรขายเค้าปิดหมด..ชาวมอญ(พม่า)สองคนผัวเมียถามผม. .หิวข้าวมั้ยรอนะเดี๋ยวเอาให้มีหมูทอดมีใข่เจียวผมซึ้งน้ำใจชาวมอญมากมาเห็นข่าวยังงี้....ผมงี้ร้องให้สงสารมาก,dataset3.csv
ไปฟังสวดเพื่อนพ่อคุณนพดลหนูป่วยเลยอยู่บ้านกับอิตุ๊ดมัน,dataset5.csv
Fund use enjoy tell.,dataset7.csv
เสื้อสวยถูกใจค่ะส่งเร็วทันใจดี,dataset4.csv
herkimer dimonds do you know anything else about herkimer dimonds?,dataset6.csv
ช่วงเวลาดีๆที่จะเก็บไว้เป็นความทรงจำคือมันดีอ่ะแฮปปี้จุดชมวิวเขาขาด,dataset5.csv
เออถึงมันจะแรดแต่มันก็ดีนะมีสัมมาคาราวะ ไม่เหมือน...,dataset2.csv
จัดสักหน่อยไม,dataset1.csv
โอยอีเกย์,dataset5.csv
Economy manager sit nation down.,dataset7.csv
กี่รัฐบาลผ่านมา การจัดการน้ำก็เหี้ยเหมือนเดิม จริงๆมีตัวอย่างจากรฐบ.ก่อนก็ควรปรับปรุงให้มันดีขึ้นป่ะ นี่ซ้ำรอยเดิม ย่ำอยู่ที่เดิม ควย,dataset2.csv
&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,dataset8.csv
""". You are more likely to find """"Space Capitol of the World"""" around town""",dataset6.csv
เห็นมีแต่ดีแม็ค,dataset1.csv
"ลิสต์เคาน์เตอร์​ ipsa IPSA สาขา: IPSA Recipe House เอ็มควอเทียร์ 022222222, พารากอน 022222222, เซ็นทรัลชิดลม 022222222, เซ็นทรัลบางนา 022222222, อิเซตัน 022222222",dataset1.csv
ถึงเป็นเหี้ยเป็นยักษ์ยังรักลูก มึงต้องถูกสาบแช่งแรงกว่าเหี้ย จิตใจเลวร้ายไม่ไหวจะเคลียร์ อิหัวใจต่ำเตี้ยกว่าโคลตม #กูยังโกรธ,dataset2.csv
ปัญหาฝุ่นละอองขนาดเล็ก PM 2.5 ลุกลามถึงนครราชสีมา ล่าสุดมีคำสั่งห้ามจุดธูปเพื่อสักการะอนุสาวรีย์ท้าวสุรนารี พร้อมติดสปริงเกอร์แก้ปัญหาเบื้องต้น คลิก ►https://www.tnamcot.com/view/wMcPsqk,dataset1.csv
เติมไปเที่ยวบาทเติมเงินอีกเสียค่าบัตรอีกแฮปปี้,dataset5.csv
แย่ว่ะ มึงคิดถึงจิตใจแฟนมึงด้วยสิ เขาจะรับได้หราว่ะ,dataset4.csv
อยากพกกล้องส่องทางไกล จะเอาไว้ส่องกะหรี่ที่กรุงเทพจากเชียงใหม่ อยากดูหน้ามันชัดๆ กะหรี่ผีหรือกะหรี่หมา...,dataset2.csv
สบายมากเอาจีนเข้ามาดับบลิวทีโอได้ ทำไมจะเอามันออกไปไม่ได้ละ ให้จีนมันคบค้าสมาคมกับปท.พี่น้องมัน ไทย ลาว เขมร พม่า,dataset3.csv
5555 พนๆ,dataset1.csv
สั่งซื้อแล้วอยู่ดีๆมายกเลิก เสียความรู้สึกเลยครับ,dataset4.csv
ล้อคแล้วช่วยอะไรได้ในเมื่อ จนท ยังปล่อยไห้ลักลอบ เข้ามาตามชายแดน ปล่อยไห้บ่อนการพนันยังมี คนอยุ่บ้านแล้วมีเงินเดือนประจำก็ไม่เดือดร้อนแล้วคนต้องหาเงินทุกวันหาเช้ากินค่ำ เขาจะทำอย่างไร ไฟแน้ท เขาไม่รับรุ้กับเราเลยเรื่อง ล้อคดาว ทำไมตรงนี้ รัฐไม่เข้ามาช่วยเหลือละ ทำได้ไหมถ้าทำได้จะยอมอยุ่บ้าน. ปล่อยให้ติดกันไปเลย.ตอนนี้มาขอความร่วมมือไห้อยุ่บ้าน ตอนปกติแม่งก็ปล่อยให้พม่าเข้ามา ทำไมไม่ไปไล่เช็คบิลพวกนายจ้างละ เอาเงินค่าปรับมาจ่ายคนที่เขาไม่เกี่ยวข้องด้วยเอาให้หมดตัวกันไปเลยโทษฐาน รุ้เห็นเปนใจรับคนพม่าที่ลักลอบเข้ามาไห้ทำงาน.,dataset3.csv
1-800-slap-a-hoe,dataset8.csv
เจ้าของโรงงานรักคนงานพม่ามากเพราะเค้าไม่หยุดไม่ลาขยันแต่คนไทยเดี๋ยวญาติเสียลูกป่วยลาประจำ,dataset3.csv
หืมอิตุ๊ด,dataset5.csv
คือดีแฮปปี้,dataset5.csv
bitch u kno my game tight,dataset8.csv
เราไม่เคยเอาพม่ามาเป็นพี่น้อง,dataset3.csv
น้องเขาคงดีใจมาก น่าสงสารจัง อยากให้เราไทย พม่า รวมเป็นชาติเดียวกัน ซึ่งความจริง สิ่งดีดีของพม่า ก็มีมากมาย เช่นกัน,dataset3.csv
เออเนอะ ทำไมต้องมองต้องคาดหวังว่าคนอื่นเค้าต้องดีต้องเรียบร้อยเนอะ ขนาดตัวมึงยังแรดเลย,dataset2.csv
"Current Events - context of links Think links you added to the current events portal are non-contextual Please review Wikipedia:How_the_Current_events_page_works#The_context_is_not_the_geographical_location and the following paragraph on subject. The articles crane, and locations in New York are not specific to the event. Lemmey talk",dataset6.csv
แฮปปี้เอฟซีคิทเช่น,dataset5.csv
"when Em said ""I'm on my straight grizzly, so why would I buy you a gay ass teddy bear bitch youre already bi-polar."" http://t.co/FQquXTxHBo",dataset8.csv
ความตลกนี้อิตุ๊ดนั่งกรี๊ด,dataset5.csv
ปฏิวัติมาแทบตาย สุดท้ายได้ควายเป็นนายก #กะลาแลนด์,dataset2.csv
""" I inserted the column of headings every 5-6 software descriptions to address this concern Trödel """,dataset6.csv
น้องข้างบ้านบอกต้องรีบไปรีดผ้าพรุ่งนี้ไปโรงเรียน เอิ่ม -_- ตัดภาพมาที่กู นี่กูต้องใช้ชีวิตแบบเหมือนวิณญาณเรร่อนขนาดนี้เลย สงสารตัวเอง 😂😂😂 ,dataset4.csv
เฮ๊ย! น่าสน,dataset1.csv
So at work today I got called a cracker ass bitch. Lol,dataset8.csv
Thanks. It is hopefully in order now. (I was quick-fixing the edit button and simply haven't looked at capitalization at other elements).,dataset6.csv
ผบ.จบที่เดียวกับ อีซูสุ หรือเปล่าครับ พักหลังขยันแต่งหน้าทาปากออกรุ่นใหม่จังเลย,dataset1.csv
เพราะพม่าบางคนที่เข้ามาโดยการยัดเงิน แล้วพาโรคมาด้วย ปลาเน่าตัวเดียวเหม็นทั้งเข่ง เห็นใจพม่าดีๆอ่ะ,dataset3.csv
เจ้าไหนนิสั่งสัก2โหลดสิBeer Chang,dataset1.csv
""" I removed it because it was unsourced. I think the article should have a neutral point of view, so if you can find a source, you can add it. I completely agree that some incidents called """"piracy"""" are just fisherman mad that foreigners are fishing their fish. I have been meaning to add the Somali point of view, but I've been busy lately. But like I said, if you can find a source, you can add it. – """,dataset6.csv
สดใสแฮปปี้มีความสุขน่ารักมาก,dataset5.csv
ต้องรีบนัดบอสละแล้วแกก็ไปเร่งเอาจากอิตุ๊ดมัน,dataset5.csv
สุขกันเถอะเรา เศร้าไปไม่ได้อะไร ยิ้มเยอะๆเด้ออ,dataset4.csv
อ้วน มาฟรี เงินเดือนออกก็ซื้อให้ลูกกิน,dataset1.csv
การเลือกมหาวิทยาลัยว่ายากแล้ว คณะที่จะเลือกให้มันพอดีกับคะแนนเรานั้นยากยิ่งกว่า 😭😂 ,dataset4.csv
"Attempting to discover the exact point where you can get blocked for personal attacks is probably not a good use of your time. If you perceive that an article is not neutral, there are well-known ways of addressing that problem that don't require abusing other editors.",dataset6.csv
บ้านเมืองนี้เป็นบ้านที่ดี ดั่งสวนสวรรค์สราญใจ,dataset4.csv
@BoonBoon จะยากอะไร.ก็จัดกฏระเบียบลงทะเบียนให้หมดทั้งคนเล่น.. เชื่อไหมว่า..ไทย.ค่าปรับโทษการพนันแค่ราคาพัน..แต่เกาหลี.เป็นล้าน..รับรองว่าจะมีส่วนเสียน้อย..ความจริง..ถ้าไทยเปิดคาสิโนบอกตรงๆ...ทั้งอาเซียนเจ๊งเป็นแถบเลยล่ะ!!..เวียดนาม.ลาว.เขมร.พม่า.มาเล.สิงคโป..เคยมีคนบอกว่าคนประเทศเหล่านี้เขาไม่ให้เข้าคาสิโน..เข้าก็เข้ายาก..แล้วมันเปิดให้ใครเล่น??????. ประเทศไทย..เสียรายได้ที่ควรจะได้ปีหนึ่งมูลค่า.หลักล้านล้าน.บาท.เอามาชื้อเรือดำน้ำแจกให้ทหารเรือได้หมดทุกคนเลย..คนไทยชื้อหวยปีหนึ่ง..2แสน7หมื่นล้านบาท...เงินไปไหน?..งบประมาณชื่อ.เครื่องบินรบsu35 ได้4-5ฝูงเลยที่เดียว.กองทัพอากาศไทย..งบประมาณปีล่าสุด.4500ล้านบาท.น่าสงสารประเทศไทย.ไม่มีใครคิดว่าประเทศมีค่าเลย...เงินชื้อหวย.คนไทย.มีเยอะ...แต่ถ้าตั้งงบจัดชื้อจัดหา..ดราม่าไทยทัวร์ลงแน่นอน!!!.ทั้งที่เครื่องบินเราอัพเกรดแล้วไม่รู้กี่รอบจนไม่มีอะไรจะอัพ.อายุจะ40ปีแล้วแต่ละรุ่นยังจะให้ใช้ต่อ..ไม่ยอมปลดประจำการ..บังคับให้ใช้ต่อ.เฮ้อ!!!,dataset3.csv
โคตรไม่ชอบโฆษณาแอร์เอเชียที่มีป้าคนนึงมาเช็คอินไม่ทัน แล้วพนักงานบอกว่าเค้าท์เตอร์ปิดแล้ว แล้วก็พยายามสื่อว่ารอไม่ได้ เพราะมีผดส คนนึงบนเครื่องต้องรีบไปเพราะลูกไม่สบายมากเลยรอป้าไม่ได้แล้ว จริงๆมันไม่ควรจะสื่อแบบนี้หรือเปล่าอ่ะ,dataset1.csv
สินค้าไม่ตรงปก ของคุณภาพร้อยกว่าบาท แย่ๆ,dataset4.csv
Remain detail receive fight his picture.,dataset7.csv
ชอบที่ส่งเร็วมากครับ ทันใจดีจิงๆ,dataset4.csv
น้องฝากไปถึ่งพี่น้องที่พม่าดีกว่านะว่าไม่ต้องเข้ามาเพราะที่นี้เดือนร้อนก้นพอแล้ว,dataset3.csv
หงุดหงิดไปหมด อีหอก มีเเต่จะให้ส่งไปให้ วันหลังมึงทำเองละเก็บไว้เองบ้างนะ สัส งานพรีกูก็นั่งทำพ้อยคนเดียวยังเรื่องมากอีก ควยยย,dataset2.csv
RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072; Bring it bitch http://t.co/g7Yq2cH9Uk,dataset8.csv
Seven Congress particularly.,dataset7.csv
ดูเก่งนิตอนลับหลังกูพอกูเจอมึงตัวต่อตัวทำไมไม่กล้าล่ะสัสอิตุ๊ดแม่อาย,dataset5.csv
Wave &#127754; or get Splashed &#128166; on!!! #SplashGang ya bitch you!!,dataset8.csv
""" I take it you can't read minds, can you? What is obvious is that I feel GW is playing politics and abusing her role as admin in the process. So, let me ask you this where is the personal attack you claim I made? Why must you play games?Makin'Bacon """,dataset6.csv
ยังจะรับเข้ามาอีกเห้อ รัฐบาลไทย คนไทยได้ตายกันหมดแหละ ให้ประเทศพม่ารับผิดชอบเองบ้าง,dataset3.csv
""" radiological poisoning? I don't see anything in the articles cited actually referring to the radiological poisoning incidents as """"terrorism"""" or """"nuclear terrorism"""" should that section be removed? """,dataset6.csv
"""== October 2010 == Hello, and welcome to Wikipedia! Someone using this IP address has made unhelpful edits to the page Harry%20Hill, which have been reverted. If you did this, in the future please try to contribute in a more constructive manner. If you did not do this, you may wish to consider [ getting a username] to avoid confusion with other editors. You don't have to log in to read or edit articles on Wikipedia, but creating an account is quick, free, requires no personal information, and has many benefits. Without a username, your IP address is used to identify you. Some good links for newcomers are: Help contents - the main help page. Quick guide - a """"cheatsheet"""" listing the main editing commands. The five pillars of Wikipedia Tutorial Please sign your name on talk pages using four (~~~~); this will automatically produce your name and timestamp. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! """,dataset6.csv
Save hit pick stop. You are such a trash!,dataset7.csv
เห็นหน้าตาชั่วๆงี้ แต่ก็เป็นสุภาพบุรุษพอนะเว่ย....,dataset2.csv
Decision responsibility itself would especially.,dataset7.csv
น่ารักหลายคนเลยยแฮปปี้,dataset5.csv
Body side visit kitchen clearly sport. You are such a idiot!,dataset7.csv
"""== Adoption offer == Hi, I have seen that you want to be adopted. If you are interested about this proposal and you want to be adopted by me . I am always glad to help you in any way, I have just over 1400 edits on Wikipedia. If you are interested then just go to my talk page and tell me your answer.Talk | Contribs """,dataset6.csv
"ตอบข้อ D 3 สาขา (ราชดำเนิน,แม่โจ้,แม่เหียะ) #มิตซูแสงชัย #จับแจก อยากได้อะครับ พอดีช่วงนี้พยายามจะไปดู room39ก็นกครับ งานจับมือbnk48 ก็นกอีก ไหนจะบัตรCampusของบีเอนเค48ก็นก ไม่รู้เป็นใครมาจากไหนทำไมถึงโชคร้ายขนาดนี้ อีกอย่างพ่อผมก็ใช้ปาเจโร ขอเถอะครับอย่าได้นกอีกเลย 555555 #โอตะพ่อแม่ไม่อนุญาต ขอยืมมาใช้นะฮะ",dataset1.csv
กุว่าอิตุ๊ดหนวดต้องชมอีรี่อีกว่าทำดีเพื่อนรักเพื่อนร้าย,dataset5.csv
""" Socket puppet? This is why you are having a flood of """"socketpuppets"""" on the articles associated with remote viewing. I had nothing to do with that-simply notified them of the deletion. They took it from there. I'm not part of this campaign to delete everything that is against Luciferianism. However, I do not think Ed Dames is notable enough. The entry is filled with claims as was Aarons. That is not in any way, shape, or form a """"grudge.""""""",dataset6.csv
Im a south side niggah fuck around fuck around,dataset8.csv
